note,book,page,figure,ticker,yahoo_symbol,date_range,confidence,download_status,tags,concepts,note_path,chart,csv
Trade Like a Stock Market Wizard - Figure 10-36 - MGA - page 246,Trade Like a Stock Market Wizard,246,10.36,MGA,MGA,2010-2010,caption-with-ticker,OK,vcp-or-tightening; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-36 - MGA - page 246.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-36-mga-page-246_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-36-mga-page-246_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-37 - AMZN - page 247,Trade Like a Stock Market Wizard,247,10.37,AMZN,AMZN,1997-1997,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-37 - AMZN - page 247.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-37-amzn-page-247_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-37-amzn-page-247_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-38 - KCP - page 248,Trade Like a Stock Market Wizard,248,10.38,KCP,KCP,1995-2008,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-38 - KCP - page 248.md,,
Trade Like a Stock Market Wizard - Figure 10-39 - FWLT - page 249,Trade Like a Stock Market Wizard,249,10.39,FWLT,FWLT,2007-2008,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-39 - FWLT - page 249.md,,
Trade Like a Stock Market Wizard - Figure 10-40 - LULU - page 250,Trade Like a Stock Market Wizard,250,10.40,LULU,LULU,2010-2010,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-40 - LULU - page 250.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-40-lulu-page-250_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-40-lulu-page-250_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-41 - ELN - page 250,Trade Like a Stock Market Wizard,250,10.41,ELN,ELN,1991-2009,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-41 - ELN - page 250.md,,
Trade Like a Stock Market Wizard - Figure 10-42 - manual-review - page 251,Trade Like a Stock Market Wizard,251,10.42,,,2012-2012,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-42 - manual-review - page 251.md,,
Trade Like a Stock Market Wizard - Figure 10-43 - NFLX - page 253,Trade Like a Stock Market Wizard,253,10.43,NFLX,NFLX,2009-2009,caption-with-ticker,OK,pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-43 - NFLX - page 253.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-43-nflx-page-253_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-43-nflx-page-253_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-44 - SYK - page 254,Trade Like a Stock Market Wizard,254,10.44,SYK,SYK,1995-1995,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-44 - SYK - page 254.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-44-syk-page-254_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-44-syk-page-254_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-45 - LULU - page 255,Trade Like a Stock Market Wizard,255,10.45,LULU,LULU,2010-2010,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-45 - LULU - page 255.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-45-lulu-page-255_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-45-lulu-page-255_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-46 - VIVO - page 256,Trade Like a Stock Market Wizard,256,10.46,VIVO,VIVO,2007-2007,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-46 - VIVO - page 256.md,,
Trade Like a Stock Market Wizard - Figure 10-47 - VCI - page 256,Trade Like a Stock Market Wizard,256,10.47,VCI,VCI,2010-2010,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-47 - VCI - page 256.md,,
Trade Like a Stock Market Wizard - Figure 10-48 - BEBE - page 257,Trade Like a Stock Market Wizard,257,10.48,BEBE,BEBE,1998-2009,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-48 - BEBE - page 257.md,,
Trade Like a Stock Market Wizard - Figure 10-49 - ELN - page 258,Trade Like a Stock Market Wizard,258,10.49,ELN,ELN,1991-1991,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-49 - ELN - page 258.md,,
Trade Like a Stock Market Wizard - Figure 10-50 - CRUS - page 259,Trade Like a Stock Market Wizard,259,10.50,CRUS,CRUS,2010-2010,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; cheat-entry; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-50 - CRUS - page 259.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-50-crus-page-259_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-50-crus-page-259_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-51 - VCI - page 259,Trade Like a Stock Market Wizard,259,10.51,VCI,VCI,2010-2010,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-51 - VCI - page 259.md,,
Trade Like a Stock Market Wizard - Figure 10-52 - GOOG - page 260,Trade Like a Stock Market Wizard,260,10.52,GOOG,GOOG,2004-2004,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; cheat-entry; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-52 - GOOG - page 260.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-52-goog-page-260_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-52-goog-page-260_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-53 - CRUS - page 262,Trade Like a Stock Market Wizard,262,10.53,CRUS,CRUS,2010-2010,caption-with-ticker,OK,vcp-or-tightening; cheat-entry; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-53 - CRUS - page 262.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-53-crus-page-262_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-53-crus-page-262_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-54 - PP - page 264,Trade Like a Stock Market Wizard,264,10.54,PP,PP,-,caption-with-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-54 - PP - page 264.md,,
Trade Like a Stock Market Wizard - Figure 10-55 - MELI - page 265,Trade Like a Stock Market Wizard,265,10.55,MELI,MELI,2007-2009,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-55 - MELI - page 265.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-55-meli-page-265_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-55-meli-page-265_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 10-56 - HOOK - page 266,Trade Like a Stock Market Wizard,266,10.56,HOOK,HOOK,2009-2010,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-56 - HOOK - page 266.md,,
Trade Like a Stock Market Wizard - Figure 10-57 - HOOK - page 266,Trade Like a Stock Market Wizard,266,10.57,HOOK,HOOK,2009-2010,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-57 - HOOK - page 266.md,,
Trade Like a Stock Market Wizard - Figure 10-58 - SWN - page 267,Trade Like a Stock Market Wizard,267,10.58,SWN,SWN,2004-2004,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-58 - SWN - page 267.md,,
Trade Like a Stock Market Wizard - Figure 10-59 - SWN - page 267,Trade Like a Stock Market Wizard,267,10.59,SWN,SWN,2004-2009,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-59 - SWN - page 267.md,,
Trade Like a Stock Market Wizard - Figure 10-60 - TASR - page 268,Trade Like a Stock Market Wizard,268,10.60,TASR,TASR,2004-2004,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-60 - TASR - page 268.md,,
Trade Like a Stock Market Wizard - Figure 10-61 - QSII - page 269,Trade Like a Stock Market Wizard,269,10.61,QSII,QSII,1995-1995,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-61 - QSII - page 269.md,,
Trade Like a Stock Market Wizard - Figure 10-62 - manual-review - page 270,Trade Like a Stock Market Wizard,270,10.62,,,1997-1997,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-62 - manual-review - page 270.md,,
Trade Like a Stock Market Wizard - Figure 10-63 - ARNA - page 271,Trade Like a Stock Market Wizard,271,10.63,ARNA,ARNA,2012-2012,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-63 - ARNA - page 271.md,,
Trade Like a Stock Market Wizard - Figure 10-64 - DKS - page 272,Trade Like a Stock Market Wizard,272,10.64,DKS,DKS,2003-2003,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 10-64 - DKS - page 272.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-10-64-dks-page-272_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-10-64-dks-page-272_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 11-1 - AMZN - page 276,Trade Like a Stock Market Wizard,276,11.1,AMZN,AMZN,1997-1997,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 11-1 - AMZN - page 276.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-11-1-amzn-page-276_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-11-1-amzn-page-276_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 11-2 - FB - page 277,Trade Like a Stock Market Wizard,277,11.2,FB,FB,2012-2012,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed; ipo-base,IPO Base / New Issue Setup,Book Stock Images/Trade Like a Stock Market Wizard - Figure 11-2 - FB - page 277.md,,
Trade Like a Stock Market Wizard - Figure 11-3 - YHOO - page 278,Trade Like a Stock Market Wizard,278,11.3,YHOO,YHOO,1997-1997,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 11-3 - YHOO - page 278.md,,
Trade Like a Stock Market Wizard - Figure 11-4 - manual-review - page 279,Trade Like a Stock Market Wizard,279,11.4,,,1997-1997,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 11-4 - manual-review - page 279.md,,
Trade Like a Stock Market Wizard - Figure 11-5 - BODY - page 280,Trade Like a Stock Market Wizard,280,11.5,BODY,BODY,2011-2011,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 11-5 - BODY - page 280.md,,
Trade Like a Stock Market Wizard - Figure 11-6 - DKS - page 280,Trade Like a Stock Market Wizard,280,11.6,DKS,DKS,2003-2003,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Trade Like a Stock Market Wizard - Figure 11-6 - DKS - page 280.md,assets/book_stock_charts/trade-like-a-stock-market-wizard/trade-like-a-stock-market-wizard-figure-11-6-dks-page-280_yahoo_rebuild.png,data/book_stock_images/trade-like-a-stock-market-wizard-figure-11-6-dks-page-280_ohlcv.csv
Trade Like a Stock Market Wizard - Figure 11-7 - JNPR - page 281,Trade Like a Stock Market Wizard,281,11.7,JNPR,JNPR,1999-1999,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 11-7 - JNPR - page 281.md,,
Trade Like a Stock Market Wizard - Figure 11-8 - IRBT - page 282,Trade Like a Stock Market Wizard,282,11.8,IRBT,IRBT,2005-2007,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 11-8 - IRBT - page 282.md,,
Trade Like a Stock Market Wizard - Figure 12-1 - manual-review - page 291,Trade Like a Stock Market Wizard,291,12.1,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 12-1 - manual-review - page 291.md,,
Trade Like a Stock Market Wizard - Figure 12-2 - manual-review - page 292,Trade Like a Stock Market Wizard,292,12.2,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 12-2 - manual-review - page 292.md,,
Trade Like a Stock Market Wizard - Figure 12-3 - manual-review - page 294,Trade Like a Stock Market Wizard,294,12.3,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 12-3 - manual-review - page 294.md,,
Trade Like a Stock Market Wizard - Figure 13-1 - manual-review - page 324,Trade Like a Stock Market Wizard,324,13.1,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 13-1 - manual-review - page 324.md,,
Trade Like a Stock Market Wizard - Figure 13-2 - manual-review - page 325,Trade Like a Stock Market Wizard,325,13.2,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Trade Like a Stock Market Wizard - Figure 13-2 - manual-review - page 325.md,,
Think and Trade Like a Champion - Figure 1-1 - manual-review - page 28,Think and Trade Like a Champion,28,1-1,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 1-1 - manual-review - page 28.md,,
Think and Trade Like a Champion - Figure 1-2 - YELP - page 29,Think and Trade Like a Champion,29,1-2,YELP,YELP,2013-2013,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 1-2 - YELP - page 29.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-1-2-yelp-page-29_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-1-2-yelp-page-29_ohlcv.csv
Think and Trade Like a Champion - Figure 1-3 - GPRE - page 31,Think and Trade Like a Champion,31,1-3,GPRE,GPRE,2013-2013,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 1-3 - GPRE - page 31.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-1-3-gpre-page-31_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-1-3-gpre-page-31_ohlcv.csv
Think and Trade Like a Champion - Figure 1-4 - NFLX - page 31,Think and Trade Like a Champion,31,1-4,NFLX,NFLX,2009-2009,caption-with-ticker,OK,pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template,Book Stock Images/Think and Trade Like a Champion - Figure 1-4 - NFLX - page 31.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-1-4-nflx-page-31_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-1-4-nflx-page-31_ohlcv.csv
Think and Trade Like a Champion - Figure 1-5 - LULU - page 31,Think and Trade Like a Champion,31,1-5,LULU,LULU,2010-2010,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 1-5 - LULU - page 31.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-1-5-lulu-page-31_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-1-5-lulu-page-31_ohlcv.csv
Think and Trade Like a Champion - Figure 1-6 - manual-review - page 32,Think and Trade Like a Champion,32,1-6,,,2013-2013,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 1-6 - manual-review - page 32.md,,
Think and Trade Like a Champion - Figure 1-7 - BITA - page 33,Think and Trade Like a Champion,33,1-7,BITA,BITA,2013-2013,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 1-7 - BITA - page 33.md,,
Think and Trade Like a Champion - Figure 1-8 - GOOGL - page 34,Think and Trade Like a Champion,34,1-8,GOOGL,GOOGL,2004-2004,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 1-8 - GOOGL - page 34.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-1-8-googl-page-34_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-1-8-googl-page-34_ohlcv.csv
Think and Trade Like a Champion - Figure 1-9 - WAGE - page 36,Think and Trade Like a Champion,36,1-9,WAGE,WAGE,2014-2014,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 1-9 - WAGE - page 36.md,,
Think and Trade Like a Champion - Figure 1-10 - OUTR - page 37,Think and Trade Like a Champion,37,1-10,OUTR,OUTR,2014-2014,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 1-10 - OUTR - page 37.md,,
Think and Trade Like a Champion - Figure 1-11 - LL - page 37,Think and Trade Like a Champion,37,1-11,LL,LL,2013-2013,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 1-11 - LL - page 37.md,,
Think and Trade Like a Champion - Figure 1-12 - BDSI - page 39,Think and Trade Like a Champion,39,1-12,BDSI,BDSI,2014-2014,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 1-12 - BDSI - page 39.md,,
Think and Trade Like a Champion - Figure 1-13 - MU - page 39,Think and Trade Like a Champion,39,1-13,MU,MU,2013-2013,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; cheat-entry; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 1-13 - MU - page 39.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-1-13-mu-page-39_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-1-13-mu-page-39_ohlcv.csv
Think and Trade Like a Champion - Figure 2-1 - MDVN - page 48,Think and Trade Like a Champion,48,2-1,MDVN,MDVN,2012-2012,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 2-1 - MDVN - page 48.md,,
Think and Trade Like a Champion - Figure 3-1 - manual-review - page 56,Think and Trade Like a Champion,56,3-1,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 3-1 - manual-review - page 56.md,,
Think and Trade Like a Champion - Figure 3-2 - manual-review - page 60,Think and Trade Like a Champion,60,3-2,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 3-2 - manual-review - page 60.md,,
Think and Trade Like a Champion - Figure 3-3 - ISIS - page 60,Think and Trade Like a Champion,60,3-3,ISIS,ISIS,2014-2014,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 3-3 - ISIS - page 60.md,,
Think and Trade Like a Champion - Figure 3-4 - GPRE - page 61,Think and Trade Like a Champion,61,3-4,GPRE,GPRE,2014-2014,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 3-4 - GPRE - page 61.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-3-4-gpre-page-61_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-3-4-gpre-page-61_ohlcv.csv
Think and Trade Like a Champion - Figure 3-5 - manual-review - page 62,Think and Trade Like a Champion,62,3-5,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 3-5 - manual-review - page 62.md,,
Think and Trade Like a Champion - Figure 4-1 - manual-review - page 70,Think and Trade Like a Champion,70,4-1,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 4-1 - manual-review - page 70.md,,
Think and Trade Like a Champion - Figure 4-2 - manual-review - page 71,Think and Trade Like a Champion,71,4-2,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 4-2 - manual-review - page 71.md,,
Think and Trade Like a Champion - Figure 4-3 - manual-review - page 73,Think and Trade Like a Champion,73,4-3,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 4-3 - manual-review - page 73.md,,
Think and Trade Like a Champion - Figure 4-4 - RBAF - page 77,Think and Trade Like a Champion,77,4-4,RBAF,RBAF,-,caption-with-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 4-4 - RBAF - page 77.md,,
Think and Trade Like a Champion - Figure 4-5 - manual-review - page 79,Think and Trade Like a Champion,79,4-5,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 4-5 - manual-review - page 79.md,,
Think and Trade Like a Champion - Figure 5-1 - LL - page 86,Think and Trade Like a Champion,86,5-1,LL,LL,2008-2016,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 5-1 - LL - page 86.md,,
